 0:21:30  0:21:35 4 -2800  231 1788308  True 2199.854167 1770.498512  25.479167 47647 4841 4411.644345 2641.145833
 0:21:35  0:21:40 4 -2800  236 1785508  True 2199.333334 1769.977679  26.000000 47647 4841 4411.644345 2641.666666
 0:21:40  0:21:45 4 -2800  241 1782708  True 2198.812501 1769.456846  26.520833 47647 4841 4411.644345 2642.187499
 0:21:45  0:21:50 4 -2800  246 1779908  True 2198.291667 1768.936012  27.041667 47647 4841 4411.644345 2642.708333
 0:21:50  0:21:55 4 -2800  251 1777108  True 2197.770834 1768.415179  27.562500 47647 4841 4411.644345 2643.229166
 0:21:55  0:22:00 4 -2800  256 1774308  True 2197.250001 1767.894346  28.083333 47647 4841 4411.644345 2643.749999
 0:22:00  0:22:05 4 -2800  261 1771508  True 2196.729167 1767.373512  28.604167 47647 4841 4411.644345 2644.270833
 0:22:05  0:22:10 4 -2800  266 1768708  True 2196.208334 1766.852679  29.125000 47647 4841 4411.644345 2644.791666
 0:22:10  0:22:15 4 -2800  271 1765908  True 2195.687501 1766.331846  29.645833 47647 4841 4411.644345 2645.312499
 0:22:15  0:22:20 4 -2800  276 1763108  True 2195.166667 1765.811012  30.166667 47647 4841 4411.644345 2645.833333
 0:22:20  0:22:25 4 -2800  281 1760308  True 2194.645834 1765.290179  30.687500 47647 4841 4411.644345 2646.354166
 0:22:25  0:22:30 4 -2800  286 1757508  True 2194.125001 1764.769346  31.208333 47647 4841 4411.644345 2646.874999
 0:22:30  0:22:35 4 -2800  291 1754708  True 2193.604167 1764.248512  31.729167 47647 4841 4411.644345 2647.395833
 0:22:35  0:22:40 4 -2800  296 1751908  True 2193.083334 1763.727679  32.250000 47647 4841 4411.644345 2647.916666
 0:22:40  0:22:45 4 -2800  301 1749108  True 2192.562501 1763.206846  32.770833 47647 4841 4411.644345 2648.437499
 0:22:45  0:22:50 4 -2800  306 1746308  True 2192.041667 1762.686012  33.291667 47647 4841 4411.644345 2648.958333
 0:22:50  0:22:55 4 -2800  311 1743508  True 2191.520834 1762.165179  33.812500 47647 4841 4411.644345 2649.479166
 0:22:55  0:23:00 4 -2800  316 1740708  True 2191.000001 1761.644346  34.333333 47647 4841 4411.644345 2649.999999
 0:23:00  0:23:05 4 -2800  321 1737908  True 2190.479167 1761.123512  34.854167 47647 4841 4411.644345 2650.520833
 0:23:05  0:23:10 4 -2800  326 1735108  True 2189.958334 1760.602679  35.375000 47647 4841 4411.644345 2651.041666
 0:23:10  0:23:15 4 -2800  331 1732308  True 2189.437501 1760.081846  35.895833 47647 4841 4411.644345 2651.562499
 0:23:15  0:23:20 4 -2800  336 1729508  True 2188.916667 1759.561012  36.416667 47647 4841 4411.644345 2652.083333
 0:23:20  0:23:25 4 -2800  341 1726708  True 2188.395834 1759.040179  36.937500 47647 4841 4411.644345 2652.604166
 0:23:25  0:23:30 4 -2800  346 1723908  True 2187.875001 1758.519346  37.458333 47647 4841 4411.644345 2653.124999
 0:23:30  0:23:35 4 -2800  351 1721108  True 2187.354167 1757.998512  37.979167 47647 4841 4411.644345 2653.645833
 0:23:35  0:23:40 4 -2800  356 1718308  True 2186.833334 1757.477679  38.500000 47647 4841 4411.644345 2654.166666
 0:23:40  0:23:45 4 -2800  361 1715508  True 2186.312501 1756.956846  39.020833 47647 4841 4411.644345 2654.687499
 0:23:45  0:23:50 4 -2800  366 1712708  True 2185.791667 1756.436012  39.541667 47647 4841 4411.644345 2655.208333
 0:23:50  0:23:55 4 -2800  371 1709908  True 2185.270834 1755.915179  40.062500 47647 4841 4411.644345 2655.729166
 0:23:55  0:24:00 4 -2800  376 1707108  True 2184.750001 1755.394346  40.583333 47647 4841 4411.644345 2656.249999
 0:24:00  0:24:05 4 -2800  381 1704308  True 2184.229167 1754.873512  41.104167 47647 4841 4411.644345 2656.770833
 0:24:05  0:24:10 4 -2800  386 1701508  True 2183.708334 1754.352679  41.625000 47647 4841 4411.644345 2657.291666
 0:24:10  0:24:15 4 -2800  391 1698708  True 2183.187501 1753.831846  42.145833 47647 4841 4411.644345 2657.812499
 0:24:15  0:24:20 4 -2800  396 1695908  True 2182.666667 1753.311012  42.666667 47647 4841 4411.644345 2658.333333
 0:24:20  0:24:25 4 -2800  401 1693108  True 2182.145834 1752.790179  43.187500 47647 4841 4411.644345 2658.854166
 0:24:25  0:24:30 4 -2800  406 1690308  True 2181.625001 1752.269346  43.708333 47647 4841 4411.644345 2659.374999
 0:24:30  0:24:35 4 -2800  411 1687508  True 2181.104167 1751.748512  44.229167 47647 4841 4411.644345 2659.895833
 0:24:35  0:24:40 4 -2800  416 1684708  True 2180.583334 1751.227679  44.750000 47647 4841 4411.644345 2660.416666
 0:24:40  0:24:45 4 -2800  421 1681908  True 2180.062501 1750.706846  45.270833 47647 4841 4411.644345 2660.937499
 0:24:45  0:24:50 4 -2800  426 1679108  True 2179.541667 1750.186012  45.791667 47647 4841 4411.644345 2661.458333
 0:24:50  0:24:55 4 -2800  431 1676308  True 2179.020834 1749.665179  46.312500 47647 4841 4411.644345 2661.979166
 0:24:55  0:25:00 4 -2800  436 1673508  True 2178.500001 1749.144346  46.833333 47647 4841 4411.644345 2662.499999
 0:25:00  0:25:05 4 -2800  441 1670708  True 2177.979167 1748.623512  47.354167 47647 4841 4411.644345 2663.020833
 0:25:05  0:25:10 4 -2800  446 1667908  True 2177.458334 1748.102679  47.875000 47647 4841 4411.644345 2663.541666
 0:25:10  0:25:15 4 -2800  451 1665108  True 2176.937501 1747.581846  48.395833 47647 4841 4411.644345 2664.062499
 0:25:15  0:25:20 4 -2800  456 1662308  True 2176.416667 1747.061012  48.916667 47647 4841 4411.644345 2664.583333
 0:25:20  0:25:25 4 -2800  461 1659508  True 2175.895834 1746.540179  49.437500 47647 4841 4411.644345 2665.104166
 0:25:25  0:25:30 4 -2800  466 1656708  True 2175.375001 1746.019346  49.958333 47647 4841 4411.644345 2665.624999
 0:25:30  0:25:35 4 -2800  471 1653908  True 2174.854167 1745.498512  50.479167 47647 4841 4411.644345 2666.145833
 0:25:35  0:25:40 4 -2800  476 1651108  True 2174.333334 1744.977679  51.000000 47647 4841 4411.644345 2666.666666
 0:25:40  0:25:45 4 -2800  481 1648308  True 2173.812501 1744.456846  51.520833 47647 4841 4411.644345 2667.187499
 0:25:45  0:25:50 4 -2800  486 1645508  True 2173.291667 1743.936012  52.041667 47647 4841 4411.644345 2667.708333
 0:25:50  0:25:55 4 -2800  491 1642708  True 2172.770834 1743.415179  52.562500 47647 4841 4411.644345 2668.229166
 0:25:55  0:26:00 4 -2800  496 1639908  True 2172.250001 1742.894346  53.083333 47647 4841 4411.644345 2668.749999
 0:26:00  0:26:05 4 -2800  501 1637108  True 2171.729167 1742.373512  53.604167 47647 4841 4411.644345 2669.270833
 0:26:05  0:26:10 4 -2800  506 1634308  True 2171.208334 1741.852679  54.125000 47647 4841 4411.644345 2669.791666
 0:26:10  0:26:15 4 -2800  511 1631508  True 2170.687501 1741.331846  54.645833 47647 4841 4411.644345 2670.312499
 0:26:15  0:26:20 4 -2800  516 1628708  True 2170.166667 1740.811012  55.166667 47647 4841 4411.644345 2670.833333
 0:26:20  0:26:25 4 -2800  521 1625908  True 2169.645834 1740.290179  55.687500 47647 4841 4411.644345 2671.354166
 0:26:25  0:26:30 4 -2800  526 1623108  True 2169.125001 1739.769346  56.208333 47647 4841 4411.644345 2671.874999
 0:26:30  0:26:35 4 -2800  531 1620308  True 2168.604167 1739.248512  56.729167 47647 4841 4411.644345 2672.395833
 0:26:35  0:26:40 4 -2800  536 1617508  True 2168.083334 1738.727679  57.250000 47647 4841 4411.644345 2672.916666
 0:26:40  0:26:45 4 -2800  541 1614708  True 2167.562501 1738.206846  57.770833 47647 4841 4411.644345 2673.437499
 0:26:45  0:26:50 4 -2800  546 1611908  True 2167.041667 1737.686012  58.291667 47647 4841 4411.644345 2673.958333
 0:26:50  0:26:55 4 -2800  551 1609108  True 2166.520834 1737.165179  58.812500 47647 4841 4411.644345 2674.479166
 0:26:55  0:27:00 4 -2800  556 1606308  True 2166.000001 1736.644346  59.333333 47647 4841 4411.644345 2674.999999
 0:27:00  0:27:05 4 -2800  561 1603508  True 2165.479167 1736.123512  59.854167 47647 4841 4411.644345 2675.520833
 0:27:05  0:27:10 4 -2800  566 1600708  True 2164.958334 1735.602679  60.375000 47647 4841 4411.644345 2676.041666
 0:27:10  0:27:15 4 -2800  571 1597908  True 2164.437501 1735.081846  60.895833 47647 4841 4411.644345 2676.562499
 0:27:15  0:27:20 4 -2800  576 1595108  True 2163.916667 1734.561012  61.416667 47647 4841 4411.644345 2677.083333
 0:27:20  0:27:25 4 -2800  581 1592308  True 2163.395834 1734.040179  61.937500 47647 4841 4411.644345 2677.604166
 0:27:25  0:27:30 4 -2800  586 1589508  True 2162.875001 1733.519346  62.458333 47647 4841 4411.644345 2678.124999
 0:27:30  0:27:35 4 -2800  591 1586708  True 2162.354167 1732.998512  62.979167 47647 4841 4411.644345 2678.645833
 0:27:35  0:27:40 4 -2800  596 1583908  True 2161.833334 1732.477679  63.500000 47647 4841 4411.644345 2679.166666
 0:27:40  0:27:45 4 -2800  601 1581108  True 2161.312501 1731.956846  64.020833 47647 4841 4411.644345 2679.687499
 0:27:45  0:27:50 4 -2800  606 1578308  True 2160.791667 1731.436012  64.541667 47647 4841 4411.644345 2680.208333
 0:27:50  0:27:55 4 -2800  611 1575508  True 2160.270834 1730.915179  65.062500 47647 4841 4411.644345 2680.729166
 0:27:55  0:28:00 4 -2800  616 1572708  True 2159.750001 1730.394346  65.583333 47647 4841 4411.644345 2681.249999
 0:28:00  0:28:05 4 -2800  621 1569908  True 2159.229167 1729.873512  66.104167 47647 4841 4411.644345 2681.770833
 0:28:05  0:28:10 4 -2800  626 1567108  True 2158.708334 1729.352679  66.625000 47647 4841 4411.644345 2682.291666
 0:28:10  0:28:15 4 -2800  631 1564308  True 2158.187501 1728.831846  67.145833 47647 4841 4411.644345 2682.812499
 0:28:15  0:28:20 4 -2800  636 1561508  True 2157.666667 1728.311012  67.666667 47647 4841 4411.644345 2683.333333
 0:28:20  0:28:25 4 -2800  641 1558708  True 2157.145834 1727.790179  68.187500 47647 4841 4411.644345 2683.854166
 0:28:25  0:28:30 4 -2800  646 1555908  True 2156.625001 1727.269346  68.708333 47647 4841 4411.644345 2684.374999
 0:28:30  0:28:35 4 -2800  651 1553108  True 2156.104167 1726.748512  69.229167 47647 4841 4411.644345 2684.895833
 0:28:35  0:28:40 4 -2800  656 1550308  True 2155.583334 1726.227679  69.750000 47647 4841 4411.644345 2685.416666
 0:28:40  0:28:45 4 -2800  661 1547508  True 2155.062501 1725.706846  70.270833 47647 4841 4411.644345 2685.937499
 0:28:45  0:28:50 4 -2800  666 1544708  True 2154.541667 1725.186012  70.791667 47647 4841 4411.644345 2686.458333
 0:28:50  0:28:55 4 -2800  671 1541908  True 2154.020834 1724.665179  71.312500 47647 4841 4411.644345 2686.979166
 0:28:55  0:29:00 4 -2800  676 1539108  True 2153.500001 1724.144346  71.833333 47647 4841 4411.644345 2687.499999
 0:29:00  0:29:05 4 -2800  681 1536308  True 2152.979167 1723.623512  72.354167 47647 4841 4411.644345 2688.020833
 0:29:05  0:29:10 4 -2800  686 1533508  True 2152.458334 1723.102679  72.875000 47647 4841 4411.644345 2688.541666
 0:29:10  0:29:15 4 -2800  691 1530708  True 2151.937501 1722.581846  73.395833 47647 4841 4411.644345 2689.062499
 0:29:15  0:29:20 4 -2800  696 1527908  True 2151.416667 1722.061012  73.916667 47647 4841 4411.644345 2689.583333
 0:29:20  0:29:25 4 -2800  701 1525108  True 2150.895834 1721.540179  74.437500 47647 4841 4411.644345 2690.104166
 0:29:25  0:29:30 4 -2800  706 1522308  True 2150.375001 1721.019346  74.958333 47647 4841 4411.644345 2690.624999
 0:29:30  0:29:35 4 -2800  711 1519508  True 2149.854167 1720.498512  75.479167 47647 4841 4411.644345 2691.145833
 0:29:35  0:29:40 4 -2800  716 1516708  True 2149.333334 1719.977679  76.000000 47647 4841 4411.644345 2691.666666
 0:29:40  0:29:45 4 -2800  721 1513908  True 2148.812501 1719.456846  76.520833 47647 4841 4411.644345 2692.187499
 0:29:45  0:29:50 4 -2800  726 1511108  True 2148.291667 1718.936012  77.041667 47647 4841 4411.644345 2692.708333
 0:29:50  0:29:55 4 -2800  731 1508308  True 2147.770834 1718.415179  77.562500 47647 4841 4411.644345 2693.229166
 0:29:55  0:30:00 4 -2800  736 1505508  True 2147.250001 1717.894346  78.083333 47647 4841 4411.644345 2693.749999
 0:30:00  0:30:05 4 -2800  741 1502708  True 2146.729167 1717.373512  78.604167 47647 4841 4411.644345 2694.270833
 0:30:05  0:30:10 4 -2800  746 1499908  True 2146.208334 1716.852679  79.125000 47647 4841 4411.644345 2694.791666
 0:30:10  0:30:15 4 -2800  751 1497108  True 2145.687501 1716.331846  79.645833 47647 4841 4411.644345 2695.312499
 0:30:15  0:30:20 4 -2800  756 1494308  True 2145.166667 1715.811012  80.166667 47647 4841 4411.644345 2695.833333
 0:30:20  0:30:25 2   250    1 1494558  True 2145.166667 1715.904018  80.166667 47647 4841 4411.737351 2695.833333
 0:30:25  0:30:30 2   250    6 1494808  True 2145.166667 1715.997024  80.166667 47647 4841 4411.830357 2695.833333
 0:30:30  0:30:35 2   250   11 1495058  True 2145.166667 1716.090030  80.166667 47647 4841 4411.923363 2695.833333
 0:30:35  0:30:40 2   250   16 1495308  True 2145.166667 1716.183036  80.166667 47647 4841 4412.016369 2695.833333
 0:30:40  0:30:45 2   250   21 1495558  True 2145.166667 1716.276042  80.166667 47647 4841 4412.109375 2695.833333
 0:30:45  0:30:50 2   250   26 1495808  True 2145.166667 1716.369048  80.166667 47647 4841 4412.202381 2695.833333
 0:30:50  0:30:55 2   250   31 1496058  True 2145.166667 1716.462054  80.166667 47647 4841 4412.295387 2695.833333
 0:30:55  0:31:00 2   250   36 1496308  True 2145.166667 1716.555060  80.166667 47647 4841 4412.388393 2695.833333
 0:31:00  0:31:05 2   250   41 1496558  True 2145.166667 1716.648066  80.166667 47647 4841 4412.481399 2695.833333
 0:31:05  0:31:10 2   250   46 1496808  True 2145.166667 1716.741072  80.166667 47647 4841 4412.574405 2695.833333
 0:31:10  0:31:15 2   250   51 1497058  True 2145.166667 1716.834078  80.166667 47647 4841 4412.667410 2695.833333
 0:31:15  0:31:20 2   250   56 1497308  True 2145.166667 1716.927084  80.166667 47647 4841 4412.760416 2695.833333
 0:31:20  0:31:25 2   250   61 1497558  True 2145.166667 1717.020090  80.166667 47647 4841 4412.853422 2695.833333
 0:31:25  0:31:30 2   250   66 1497808  True 2145.166667 1717.113096  80.166667 47647 4841 4412.946428 2695.833333
 0:31:30  0:31:35 2   250   71 1498058  True 2145.166667 1717.206102  80.166667 47647 4841 4413.039434 2695.833333
 0:31:35  0:31:40 2   250   76 1498308  True 2145.166667 1717.299108  80.166667 47647 4841 4413.132440 2695.833333
 0:31:40  0:31:45 2   250   81 1498558  True 2145.166667 1717.392114  80.166667 47647 4841 4413.225446 2695.833333
 0:31:45  0:31:50 2   250   86 1498808  True 2145.166667 1717.485119  80.166667 47647 4841 4413.318452 2695.833333
 0:31:50  0:31:55 2   250   91 1499058  True 2145.166667 1717.578125  80.166667 47647 4841 4413.411458 2695.833333
 0:31:55  0:32:00 2   250   96 1499308  True 2145.166667 1717.671131  80.166667 47647 4841 4413.504464 2695.833333
 0:32:00  0:32:05 2   250  101 1499558  True 2145.166667 1717.764137  80.166667 47647 4841 4413.597470 2695.833333
 0:32:05  0:32:10 2   250  106 1499808  True 2145.166667 1717.857143  80.166667 47647 4841 4413.690476 2695.833333
 0:32:10  0:32:15 2   250  111 1500058  True 2145.166667 1717.950149  80.166667 47647 4841 4413.783482 2695.833333
 0:32:15  0:32:20 2   250  116 1500308  True 2145.166667 1718.043155  80.166667 47647 4841 4413.876488 2695.833333
 0:32:20  0:32:25 2   250  121 1500558  True 2145.166667 1718.136161  80.166667 47647 4841 4413.969494 2695.833333
 0:32:25  0:32:30 2   250  126 1500808  True 2145.166667 1718.229167  80.166667 47647 4841 4414.062500 2695.833333
 0:32:30  0:32:35 2   250  131 1501058  True 2145.166667 1718.322173  80.166667 47647 4841 4414.155506 2695.833333
 0:32:35  0:32:40 2   250  136 1501308  True 2145.166667 1718.415179  80.166667 47647 4841 4414.248512 2695.833333
 0:32:40  0:32:45 2   250  141 1501558  True 2145.166667 1718.508185  80.166667 47647 4841 4414.341518 2695.833333
 0:32:45  0:32:50 2   250  146 1501808  True 2145.166667 1718.601191  80.166667 47647 4841 4414.434524 2695.833333
 0:32:50  0:32:55 2   250  151 1502058  True 2145.166667 1718.694197  80.166667 47647 4841 4414.527530 2695.833333
 0:32:55  0:33:00 2   250  156 1502308  True 2145.166667 1718.787203  80.166667 47647 4841 4414.620535 2695.833333
 0:33:00  0:33:05 2   250  161 1502558  True 2145.166667 1718.880209  80.166667 47647 4841 4414.713541 2695.833333
 0:33:05  0:33:10 2   250  166 1502808  True 2145.166667 1718.973215  80.166667 47647 4841 4414.806547 2695.833333
 0:33:10  0:33:15 2   250  171 1503058  True 2145.166667 1719.066221  80.166667 47647 4841 4414.899553 2695.833333
 0:33:15  0:33:20 2   250  176 1503308  True 2145.166667 1719.159227  80.166667 47647 4841 4414.992559 2695.833333
 0:33:20  0:33:25 2   250  181 1503558  True 2145.166667 1719.252233  80.166667 47647 4841 4415.085565 2695.833333
 0:33:25  0:33:30 2   250  186 1503808  True 2145.166667 1719.345239  80.166667 47647 4841 4415.178571 2695.833333
 0:33:31  0:33:36 4 -2800    1 1501008  True 2144.645834 1718.824405  80.687500 47647 4841 4415.178571 2696.354166
 0:33:36  0:33:41 4 -2800    6 1498208  True 2144.125001 1718.303572  81.208333 47647 4841 4415.178571 2696.874999
 0:33:41  0:33:46 4 -2800   11 1495408  True 2143.604167 1717.782739  81.729167 47647 4841 4415.178571 2697.395833
 0:33:46  0:33:51 4 -2800   16 1492608  True 2143.083334 1717.261905  82.250000 47647 4841 4415.178571 2697.916666
 0:33:51  0:33:56 4 -2800   21 1489808  True 2142.562501 1716.741072  82.770833 47647 4841 4415.178571 2698.437499
 0:33:56  0:34:01 4 -2800   26 1487008  True 2142.041667 1716.220239  83.291667 47647 4841 4415.178571 2698.958333
 0:33:57  0:34:02 2   250    1 1487258  True 2142.041667 1716.313244  83.291667 47647 4841 4415.271577 2698.958333
 0:34:02  0:34:07 2   250    6 1487508  True 2142.041667 1716.406250  83.291667 47647 4841 4415.364583 2698.958333
 0:34:07  0:34:12 2   250   11 1487758  True 2142.041667 1716.499256  83.291667 47647 4841 4415.457589 2698.958333
 0:34:12  0:34:17 2   250   16 1488008  True 2142.041667 1716.592262  83.291667 47647 4841 4415.550595 2698.958333
 0:34:26  0:34:31 2   250    1 1488258  True 2142.041667 1716.685268  83.291667 47647 4841 4415.643601 2698.958333
 0:34:31  0:34:36 2   250    6 1488508  True 2142.041667 1716.778274  83.291667 47647 4841 4415.736607 2698.958333
 0:34:36  0:34:41 2   250   11 1488758  True 2142.041667 1716.871280  83.291667 47647 4841 4415.829613 2698.958333
 0:34:41  0:34:46 2   250   16 1489008  True 2142.041667 1716.964286  83.291667 47647 4841 4415.922619 2698.958333
 0:34:43  0:34:48 2   250    1 1489258  True 2142.041667 1717.057292  83.291667 47647 4841 4416.015625 2698.958333
 0:34:48  0:34:53 2   250    6 1489508  True 2142.041667 1717.150298  83.291667 47647 4841 4416.108631 2698.958333
 0:34:53  0:34:58 2   250   11 1489758  True 2142.041667 1717.243304  83.291667 47647 4841 4416.201637 2698.958333
 0:34:58  0:35:03 2   250   16 1490008  True 2142.041667 1717.336310  83.291667 47647 4841 4416.294643 2698.958333
 0:35:03  0:35:08 2   250   21 1490258  True 2142.041667 1717.429316  83.291667 47647 4841 4416.387649 2698.958333
 0:35:05  0:35:10 2   250    1 1490508  True 2142.041667 1717.522322  83.291667 47647 4841 4416.480655 2698.958333
 0:35:10  0:35:15 2   250    6 1490758  True 2142.041667 1717.615328  83.291667 47647 4841 4416.573660 2698.958333
 0:35:15  0:35:20 2   250   11 1491008  True 2142.041667 1717.708334  83.291667 47647 4841 4416.666666 2698.958333
 0:35:20  0:35:25 2   250   16 1491258  True 2142.041667 1717.801340  83.291667 47647 4841 4416.759672 2698.958333
 0:35:25  0:35:30 2   250    1 1491508  True 2142.041667 1717.894346  83.291667 47647 4841 4416.852678 2698.958333
 0:35:30  0:35:35 2   250    6 1491758  True 2142.041667 1717.987352  83.291667 47647 4841 4416.945684 2698.958333
 0:35:35  0:35:40 2   250   11 1492008  True 2142.041667 1718.080358  83.291667 47647 4841 4417.038690 2698.958333
 0:35:40  0:35:45 2   250   16 1492258  True 2142.041667 1718.173364  83.291667 47647 4841 4417.131696 2698.958333
 0:35:45  0:35:50 2   250   21 1492508  True 2142.041667 1718.266369  83.291667 47647 4841 4417.224702 2698.958333
 0:35:49  0:35:54 2   250    1 1492758  True 2142.041667 1718.359375  83.291667 47647 4841 4417.317708 2698.958333
 0:35:54  0:35:59 2   250    6 1493008  True 2142.041667 1718.452381  83.291667 47647 4841 4417.410714 2698.958333
 0:36:04  0:36:09 2   250    1 1493258  True 2142.041667 1718.545387  83.291667 47647 4841 4417.503720 2698.958333
 0:36:09  0:36:14 2   250    6 1493508  True 2142.041667 1718.638393  83.291667 47647 4841 4417.596726 2698.958333
 0:36:12  0:36:17 2   250    1 1493758  True 2142.041667 1718.731399  83.291667 47647 4841 4417.689732 2698.958333
 0:36:17  0:36:22 2   250    6 1494008  True 2142.041667 1718.824405  83.291667 47647 4841 4417.782738 2698.958333
 0:36:22  0:36:27 2   250   11 1494258  True 2142.041667 1718.917411  83.291667 47647 4841 4417.875744 2698.958333
 0:36:24  0:36:29 2   250    1 1494508  True 2142.041667 1719.010417  83.291667 47647 4841 4417.968750 2698.958333
 0:36:29  0:36:34 2   250    6 1494758  True 2142.041667 1719.103423  83.291667 47647 4841 4418.061756 2698.958333
 0:36:34  0:36:39 2   250   11 1495008  True 2142.041667 1719.196429  83.291667 47647 4841 4418.154762 2698.958333
