 0:17:40  0:17:45 4 -2800    1 1917150  True 704.187501  8.110120   1.520833 56801 1737 1040.922619 1032.812499
 0:17:45  0:17:50 4 -2800    6 1914350  True 703.666667  7.589286   2.041667 56801 1737 1040.922619 1033.333333
 0:17:50  0:17:55 4 -2800   11 1911550  True 703.145834  7.068453   2.562500 56801 1737 1040.922619 1033.854166
 0:17:55  0:18:00 4 -2800   16 1908750  True 702.625001  6.547620   3.083333 56801 1737 1040.922619 1034.374999
 0:18:00  0:18:05 4 -2800   21 1905950  True 702.104167  6.026786   3.604167 56801 1737 1040.922619 1034.895833
 0:18:05  0:18:10 4 -2800   26 1903150  True 701.583334  5.505953   4.125000 56801 1737 1040.922619 1035.416666
 0:18:10  0:18:15 4 -2800   31 1900350  True 701.062501  4.985120   4.645833 56801 1737 1040.922619 1035.937499
 0:18:15  0:18:20 4 -2800   36 1897550  True 700.541667  4.464286   5.166667 56801 1737 1040.922619 1036.458333
 0:18:20  0:18:25 4 -2800   41 1894750  True 700.020834  3.943453   5.687500 56801 1737 1040.922619 1036.979166
 0:18:25  0:18:30 4 -2800   46 1891950  True 699.500001  3.422620   6.208333 56801 1737 1040.922619 1037.499999
 0:18:30  0:18:35 4 -2800   51 1889150  True 698.979167  2.901786   6.729167 56801 1737 1040.922619 1038.020833
 0:18:35  0:18:40 4 -2800   56 1886350  True 698.458334  2.380953   7.250000 56801 1737 1040.922619 1038.541666
 0:18:40  0:18:45 4 -2800   61 1883550  True 697.937501  1.860120   7.770833 56801 1737 1040.922619 1039.062499
 0:18:45  0:18:50 4 -2800   66 1880750  True 697.416667  1.339286   8.291667 56801 1737 1040.922619 1039.583333
 0:18:50  0:18:55 4 -2800   71 1877950  True 696.895834  0.818453   8.812500 56801 1737 1040.922619 1040.104166
 0:18:55  0:19:00 4     0   76 1877950 False 696.895834  0.818453   8.812500 56802 1737 1040.922619 1040.104166
 0:19:00  0:19:05 4     0   81 1877950 False 696.895834  0.818453   8.812500 56803 1737 1040.922619 1040.104166
 0:19:05  0:19:10 4     0   86 1877950 False 696.895834  0.818453   8.812500 56804 1737 1040.922619 1040.104166
 0:19:10  0:19:15 4     0   91 1877950 False 696.895834  0.818453   8.812500 56805 1737 1040.922619 1040.104166
